"Nom de l'offre";"Description";"URL";"Catégorie";"Mode de lecture";"Mode d'accès";"DRM";"Types d'œuvres";"Compatibilité";"Spécificités";"Régime juridique";"Label"
"Sauramps";"Plateforme de téléchargement de livres numériques, proposant une offre variée de contenus.";"http://sauramps.epagine.fr/";"eBook";"Téléchargement, Streaming";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, Presse / Revue, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Maison du livre";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://numerique.maisondulivre.com/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Librairies temps livres";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://www.temps-livres-numeriques.com/";"eBook";"Téléchargement";"À l'acte";"Sans DRM";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées";""
"Siloë Librairies";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://siloe.jouanaud.numilog.com/";"eBook";"Téléchargement";"À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique, Livre audio";"Œuvres protégées, Domaine public";""
"Librairie contact";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://numerique.librairiecontact.fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Sans DRM";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées";""
"Quartier latin";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://numerique.quartier-latin.fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Librairie Mollat";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://numerique.mollat.com/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Librairie Massena";"Plateforme de téléchargement de livres numériques, proposant une offre variée de contenus.";"http://numerique.librairiemassena.com/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Librairie Le passage alençon";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://lepassage.epagine.fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Librairie le divan";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://www.leslivresnumeriques.com/";"eBook";"Téléchargement";"À l'acte, Gratuit";"Avec DRM, Sans DRM";"Livre pratique, Littérature, BD, Jeunesse / Éducatif, Format court";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Domaine public, Œuvres protégées";""
"Lamartine";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://numerique.lamartine.fr/";"eBook";"Téléchargement";"À l'acte, Gratuit";"Avec DRM, Sans DRM";"Livre pratique, Littérature, BD, Jeunesse / Éducatif, Format court";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Domaine public, Œuvres protégées";""
"Librairie torcatis";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://ebook.librairietorcatis.com/";"eBook";"Téléchargement";"À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Tropismes librairies";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://tropismes.epagine.fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Relay";"Relay est un kioske en ligne permettant de s'abonner à des magazines numériques. Il propose également un large choix de livres numériques en téléchargement.";"https://livre.relay.com/fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, Presse / Revue, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux, iOS, Android";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Raconte moi la terre";"Librairie en ligne permettant de télécharger des ouvrages sur les thèmes du voyage et des cultures étrangères.";"http://www.racontemoilaterre.com/";"eBook";"Téléchargement";"À l'acte";"Non précisé";"BD, Littérature, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Planetr";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://www.planetr.fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées";""
"Passion culture";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://livre-numerique.passionculture.fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Myboox";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://livre-numerique.myboox.fr/";"eBook";"Téléchargement";"À l'acte";"Non précisé";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique, Livre audio";"Œuvres protégées, Domaine public";""
"Librairie polar";"Librairie en ligne spécialisée dans les polars.";"http://librairie-polar.numilog.com/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Littérature";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées";""
"Librairie de paris saint-etienne";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://numerique.librairiedeparis.fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Sans DRM";"Jeunesse / Éducatif, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Librairies de paris";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://www.lalibrairienumerique.fr/";"eBook";"Téléchargement";"Gratuit, À l'acte";"Sans DRM";"Jeunesse / Éducatif, BD, Littérature, Format court, Livre pratique";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Œuvres protégées, Domaine public";""
"Librairie nantes numérique";"Librairie en ligne proposant une offre généraliste de livres numériques à télécharger.";"http://www.librairie-nantes-numerique.fr/";"eBook";"Téléchargement";"À l'acte, Gratuit";"Avec DRM, Sans DRM";"Livre pratique, Littérature, BD, Jeunesse / Éducatif, Format court";"Web, Windows, Mac Os X, GNU / Linux";"Livre homothétique";"Domaine public, Œuvres protégées";""
"Music Unlimited";"Service d'abonnement musical de Sony, permettant aux utilisateurs d'écouter en streaming des millions de titres sur divers supports.";"http://www.sonyentertainmentnetwork.com/fr-fr/music-unlimited/";"Musique";"Streaming";"Abonnement, Carte prépayée, Gratuit";"Non précisé";"Catalogue Major, Concert / Live, Amateur, Indépendant, Karaoké";"Web, Windows, Mac Os X, iOS, Android, TV connectée, GNU / Linux, RIM";"Accès hors ligne, Moteur de recommandation et découverte";"Œuvres protégées";""
"Jazz en ligne";"Plateforme de téléchargement entièrement dédiée au jazz.";"http://www.jazzenligne.com/";"Musique";"Téléchargement";"Carte prépayée, À l'acte";"Non précisé";"Catalogue Major, Indépendant, Amateur, Concert / Live, Karaoké";"Web, Windows, Mac Os X, GNU / Linux";"Moteur de recommandation et découverte";"Œuvres protégées, Domaine public";""
"Last FM";"Webradio et site de recommandation de musique via un système d'intelligence collective.";"http://www.lastfm.fr/";"Musique";"Streaming";"Gratuit, Abonnement";"Non précisé";"Catalogue Major, Indépendant, Amateur, Concert / Live, Karaoké";"Web, Windows, Mac Os X, GNU / Linux, iOS, Android, RIM";"Moteur de recommandation et découverte, Accès hors ligne, Lien vers des services tiers";"Œuvres protégées, Domaine public";""
"Mega Sonnerie";"Sur Megasonnerie, les utilisateurs pourront trouver des sonneries pour tous les goûts pour mobile. Les styles vont de la pop au rock en passant par le hip hop. On y retrouve tous les hits, et nouveautés, ainsi que des classiques indémodables. La plateforme dispose de partenariats avec plusieurs majors qui lui permettent d’avoir un catalogue étendu.";"http://www.megasonnerie.fr/";"Musique";"Téléchargement, Streaming";"Abonnement";"Sans DRM";"Catalogue Major, Sonnerie";"iOS, Android, RIM";"Moteur de recommandation et découverte";"Œuvres protégées";"1"
"MegaMP3";"Plus de 10 000 titres musicaux sont disponibles en téléchargement sur MEGAMP3. Les téléchargements se font titre par titre et au format MP3, directement sur téléphone portable.";"http://www.megamp3.fr/";"Musique";"Téléchargement, Streaming";"Abonnement";"Sans DRM";"Catalogue Major";"iOS, Android, RIM";"Moteur de recommandation et découverte";"Œuvres protégées";"1"
"Jamendo";"Jamendo est une communauté de musique libre, illimitée et publiée sous licence Creative Commons. Avec ce type de licences, les créateurs d’une œuvre peuvent autoriser le téléchargement gratuit du morceau. Pour les artistes amateurs, ce site est un moyen simple de publier, partager et promouvoir leurs créations. Pour les utilisateurs, c'est le moyen de découvrir, de télécharger gratuitement et sans publicité, des milliers d'artistes indépendants et de les aider à diffuser leur musique. Disponible en six langues, le site donne accès à un catalogue de 370 000 titres dans tous les genres musicaux.";"http://www.jamendo.com/fr";"Musique";"Téléchargement, Streaming";"Gratuit, À l'acte";"Sans DRM";"Amateur, Concert / Live, Karaoké";"Web, Windows, Mac Os X, GNU / Linux, iOS, Android, RIM";"Moteur de recommandation et découverte";"Licences libres";"1"
"iTunes";"iTunes est une application gratuite pour Mac et PC qui permet la lecture de contenus audio et vidéo. iTunes donne accès à l'iTunes Store, qui dispose d’un catalogue de 15 millions de titres.";"http://www.apple.com/fr/itunes/download/";"Musique";"Téléchargement";"Carte prépayée, À l'acte";"Sans DRM";"Catalogue Major, Indépendant, Amateur, Concert / Live, Karaoké";"Windows, Mac Os X, iOS, TV connectée";"Moteur de recommandation et découverte, Accès hors ligne";"Œuvres protégées";"1"
"Habett";"Habett.net est une plateforme d’auto-promotion créée par un Disc Jockey. Elle lui permet de mettre en ligne et ainsi de partager tous ses morceaux. Son catalogue comporte 680 titres, uniquement de la musique électronique. ";"http://habett.net/";"Musique";"Téléchargement, Streaming";"Gratuit";"Sans DRM";"Amateur, Concert / Live";"Web, Windows, Mac Os X, GNU / Linux";"";"Licences libres";"1"
"Echopolite";"Echopolite est un label en ligne, un distributeur indépendant, et une plateforme de téléchargement et de streaming de musique contemporaine. Echopolite propose la distribution d’un catalogue musical issu de labels indépendants sélectionnés dans le monde entier pour l’originalité et la qualité de leur démarche artistique. 60 000 titres sont disponibles à l’écoute et/ou en téléchargement. Le site propose les productions issues du « Label Echopolite » qui consiste à repérer, développer et produire des artistes prometteurs et présente également des rééditions numériques d’œuvres marquantes ou inédites de la musique contemporaine. Le site permet également à tous les artistes indépendants de musique contemporaines de mettre en ligne leur création à travers un espace de vente et de promotion.";"http://echopolite.com/";"Musique";"Streaming, Téléchargement";"À l'acte, Abonnement";"Sans DRM";"Concert / Live, Amateur, Indépendant";"GNU / Linux, Mac Os X, Web, Windows";"Moteur de recommandation et découverte, Qualité HD";"Œuvres protégées";"1"
"Deezer";"Deezer est un site international d’écoute de musique en ligne accessible sans téléchargement. Deezer compte désormais 26 millions d'utilisateurs dans le monde, 20 millions de titres, et 2 millions d’abonnés au service Deezer Premium.";"http://www.deezer.com/fr/";"Musique";"Streaming";"Gratuit, Abonnement, Carte prépayée";"Sans DRM";"Catalogue Major, Indépendant, Amateur, Concert / Live, Karaoké";"Web, Windows, Mac Os X, GNU / Linux, iOS, Android, RIM, TV connectée";"Moteur de recommandation et découverte, Accès hors ligne";"Œuvres protégées, Domaine public";"1"
"Cd1d";"Cd1d est une fédération  qui regroupe plus de 222 labels indépendants essentiellement en France, mais aussi au Québec, en Suisse, en Belgique et en Angleterre. La boutique en ligne est un outil de distribution directe, du producteur à l’auditeur. Cd1d dispose d’un catalogue de 17 500 titres, tous styles musicaux confondus. Les 1684 artistes qui diffusent leurs titres sont tous issus de la scène indépendante.";"http://cd1d.com/";"Musique";"Téléchargement, Streaming";"Gratuit, À l'acte";"Sans DRM";"Indépendant, Amateur, Partition, Concert / Live";"Web, Windows, Mac Os X, GNU / Linux";"Qualité HD, Moteur de recommandation et découverte";"Œuvres protégées";"1"
"Beatport";"Site spécialisé dans la musique électronique.";"http://www.beatport.com/";"Musique";"Téléchargement, Streaming";"Gratuit, Carte prépayée, À l'acte";"Sans DRM";"Catalogue Major, Indépendant, Concert / Live";"Web, Windows, Mac Os X, GNU / Linux";"Qualité HD, Moteur de recommandation et découverte";"Œuvres protégées, Licences libres";""
"AlterMusique";"Téléchargement de musique libre et gratuite.";"http://altermusique.org/";"Musique";"Téléchargement, Streaming";"Gratuit";"Sans DRM";"Amateur";"Web, Windows, Mac Os X, GNU / Linux";"Qualité HD";"Licences libres";""
"Musicovery";"Musicovery permet d’écouter la musique en fonction de l’ambiance recherchée. Le « mood pad » de Musicovery présente 2 axes : sombre/positif, calme/énergique. Lorsque l’internaute navigue sur le « mood pad », les extraits des morceaux correspondant à chaque position sont joués. L’internaute peut personnaliser les radios en fonction de nombreux critères : les genres, les décennies, le niveau de personnalisation (ses titres préférés, des hits ou au contraire des artistes moins connus). La programmation s’adapte automatiquement en fonction de l’évaluation qu’il donne aux morceaux qu’il écoute (j’aime, j’aime pas). Il peut également lancer une radio d’artiste qui lui permet d’écouter des titres de l’artiste demandé, et des titres d’artistes similaires.";"http://musicovery.com/";"Musique";"Streaming";"Abonnement, Gratuit";"Sans DRM";"Catalogue Major, Concert / Live, Indépendant, Karaoké";"Android, GNU / Linux, iOS, Mac Os X, RIM, Web, Windows";"Accès hors ligne, Moteur de recommandation et découverte";"Domaine public, Œuvres protégées";"1"
"Musimap";"Application gratuite permettant de créer sa propre ""carte musicale"" en établissant une correspondance entre ses propres fichiers MP3 et la base de données du site.";"http://www.musimap.com/";"Musique";"Streaming";"Gratuit";"Non précisé";"Catalogue Major, Concert / Live, Indépendant";"Web, Windows, Mac Os X, GNU / Linux";"Moteur de recommandation et découverte";"Œuvres protégées";""
"Musique en ligne";"Musiqueenligne est un site de partitions en ligne pour instruments divers, dont piano et guitare notamment ; le catalogue compte plusieurs centaines d’artistes et créateurs, en grande partie de la chanson française mais aussi de la variété internationale et du classique.";"http://www.musiqueenligne.com/";"Musique";"Téléchargement";"À l'acte";"Sans DRM";"Catalogue Major, Indépendant, Amateur, Partition";"Web, Windows, Mac Os X, GNU / Linux";"Moteur de recommandation et découverte";"Œuvres protégées, Domaine public";"1"
"7 Digital";"7digital est principalement un magasin de musique en ligne, qui privilégie le format MP3 pour sa haute qualité (320 kbps) et son interopérabilité. Le catalogue de la plateforme comporte plus de 20 millions de titres.";"http://fr.7digital.com/";"Musique";"Téléchargement, Streaming";"À l'acte";"Sans DRM";"Catalogue Major, Indépendant";"Web, Windows, Mac Os X, GNU / Linux, iOS, Android, RIM";"Qualité HD, Moteur de recommandation et découverte";"Œuvres protégées";"1"
"Universal Music";"Universal Music est la plateforme de streaming d’Universal Music. Le site permet d’écouter de la musique, de regarder des clips et vidéos ainsi que de lire des actualités concernant les artistes du catalogue, soit de plus de deux millions de titres.";"http://www.universalmusic.fr/";"Musique";"Streaming";"Gratuit";"Sans DRM";"Catalogue Major, Concert / Live, Karaoké";"Web, Windows, Mac Os X, iOS, Android, GNU / Linux";"Accès hors ligne, Moteur de recommandation et découverte";"Domaine public, Œuvres protégées";"1"
"Universal Music Mobile";"Universal Mobile est une offre en partenariat avec Bouygues Telecom qui permet à ses utilisateurs d’associer un crédit de communication bloqué en incluant le téléchargement gratuit de contenus musicaux. Le client accède à un catalogue des 50 hits Universal Music, actualisés chaque semaine.";"http://www.laboutique.bouyguestelecom.fr/offres-mobiles/forfait-bloque.html";"Musique";"Téléchargement";"Abonnement";"Sans DRM";"Catalogue Major";"Web, Windows, Mac Os X, GNU / Linux, iOS, Android, RIM";"Moteur de recommandation et découverte, Accès hors ligne";"Œuvres protégées";"1"
"Spotify";"Spotify est un service de musique digitale, de nombreuses fois récompensé, proposant un accès à la demande à plus de 18 millions de titres. Notre rêve est de permettre à quiconque d’accéder à toute la musique créée au monde instantanément, où qu’ils soient et quand ils le souhaitent. Spotify rend plus facile que jamais la découverte, la gestion et le partage de musique avec vos amis, tout en assurant aux artistes une rémunération.";"https://play.spotify.com/discover";"Musique";"Streaming, Téléchargement";"Abonnement, Carte prépayée, Gratuit";"Sans DRM";"Catalogue Major, Concert / Live, Amateur, Indépendant, Karaoké";"Web, Windows, Mac Os X, iOS, Android, TV connectée, GNU / Linux, RIM";"Accès hors ligne, Moteur de recommandation et découverte";"Domaine public, Œuvres protégées";"1"
"Sonothèque";"Sonothèque propose l’écoute en ligne gratuite des artistes de Haute Normandie. Le catalogue compte plus de 350 artistes, et permet une promotion collaborative du patrimoine des musiques actuelles de la région. De plus, la plateforme informe sur chaque groupe et son parcours.";"http://sonotheque-hn.com/";"Musique";"Streaming";"Gratuit";"Sans DRM";"Indépendant, Amateur, Concert / Live";"Web, Windows, Mac Os X, GNU / Linux";"Moteur de recommandation et découverte";"Œuvres protégées, Licences libres";"1"
"Quickpartitions";"Quickpartitions est un site de vente de partitions de musique digitales. Le catalogue compte plusieurs centaines d’artistes, en grande partie de la chanson française mais aussi de la variété internationale, des musiques de films et du classique. Pour chaque partition, les paroles complètes sont disponibles sur la dernière page.";"http://www.quickpartitions.com/";"Musique";"Téléchargement";"À l'acte";"Non précisé";"Catalogue Major, Indépendant, Partition";"Web, Windows, Mac Os X, GNU / Linux";"Moteur de recommandation et découverte";"Œuvres protégées";"1"
"Qobuz";"Qobuz propose un catalogue de 16 millions de titres à écouter en streaming par abonnement  et à télécharger dans tous les répertoires, comprenant tous les majors et les indépendants. Classique, jazz, musiques du monde, rock ou électro - le style de Qobuz est éclectique et la qualité de son reconnue. Qobuz propose deux qualités d'abonnements en streaming : ""QOBUZ PREMIUM"" (MP3 320 kHz 4,99 ou 9,99 par mois) et ""QOBUZ HI-FI (FLAC Vraie Qualité CD). Qobuz est le seul site au monde à ce jour à offrir le streaming en FLAC Vraie Qualité CD. Deux qualités audio sont offertes par Qobuz en téléchargement : ""Vraie qualité CD FLAC 16 bits / 44,1 kHz"" et ""Qobuz Studio Masters 24 Bits"", de 44 à 128 KhZ, garantissant une reproduction sonore la plus fidèle possible sur chaîne Hi-Fi, PC ou baladeur.  Pour différents albums et artistes, la plateforme propose différents contenus rédactionnels qui permettent de découvrir les œuvres et acteurs de la vie culturelle.";"http://www.qobuz.com/";"Musique";"Streaming, Téléchargement";"À l'acte, Abonnement";"Sans DRM";"Catalogue Major, Indépendant";"Android, iOS, Mac Os X, Web, Windows";"Accès hors ligne, Moteur de recommandation et découverte, Qualité HD";"Œuvres protégées";"1"
"Rdio";"Plateforme proposant le téléchargement ou le streaming de millions de titres, via des applications sur divers supports.";"http://www.rdio.com/";"Musique";"Téléchargement, Streaming";"Abonnement";"Sans DRM";"Catalogue Major, Indépendant, Concert / Live, Karaoké";"Web, Windows, Mac Os X, iOS, Android, RIM, TV connectée";"Moteur de recommandation et découverte, Accès hors ligne";"Œuvres protégées";""
"Noomiz";"Passerelle indépendante entre artistes, public et professionnels. Permet le streaming et le téléchargement de milliers de titres.";"http://www.noomiz.com/";"Musique";"Téléchargement, Streaming";"Gratuit";"Non précisé";"Catalogue Major, Indépendant, Amateur, Concert / Live";"Web, Windows, Mac Os X, GNU / Linux";"Moteur de recommandation et découverte";"Œuvres protégées";""
"Nokia Mixradio";"Service de téléchargement et de streaming de contenus musicaux sur divers supports.";"http://mixrad.io";"Musique";"Streaming, Téléchargement";"À l'acte, Abonnement, Gratuit";"Non précisé";"Catalogue Major, Concert / Live, Indépendant, Karaoké";"Android, GNU / Linux, iOS, Mac Os X, Web, Windows";"Accès hors ligne, Moteur de recommandation et découverte";"Œuvres protégées";""
"Napster";"Plateforme de musique en streaming par abonnement.";"http://fr.napster.com/";"Musique";"Streaming, Téléchargement";"À l'acte, Abonnement, Gratuit";"Non précisé";"Catalogue Major, Concert / Live, Amateur, Indépendant, Karaoké";"Android, GNU / Linux, iOS, Mac Os X, Web, Windows";"Accès hors ligne, Moteur de recommandation et découverte";"Œuvres protégées";""
"MySurround";"La spécificité de MySurround est de proposer de la musique téléchargeable au format « surround », destinée à être écoutée sur les systèmes Home Cinema de type 5.1, les kits Surround 5.1 d’ordinateurs et les consoles de jeu de type Microsoft Xbox 360. Ce mode de production transforme complètement le ressenti sonore et amplifie la sensation sonore, sans limite de style. Tous les albums vendus sur le site ont été spécifiquement mixés en studio pour satisfaire à cette norme de diffusion de musique, tout en incluant aussi le format mp3 stéréo pour garantir une écoute sur tout type d’équipement. Certains albums ont aussi été spécifiquement composés pour le surround.";"http://mysurround.com/";"Musique";"Téléchargement";"Gratuit, Carte prépayée, À l'acte";"Sans DRM";"Indépendant, Amateur";"Web, Windows, Mac Os X, GNU / Linux";"Qualité HD, Moteur de recommandation et découverte, Accès hors ligne";"Œuvres protégées";"1"
"MyClubbingStore";"MyClubbingStore est une plateforme de téléchargement spécialisée dans la musique électronique, électro-house, groove, techno, etc. C’est un site s’adressant, en partie, aux Disc Jockeys, clubbers, et passionnés de musique électronique. Le catalogue est mis à jour quotidiennement avec les dernières nouveautés. La plateforme ne propose que des morceaux sans DRM et au format MP3 en haute qualité.";"http://www.myclubbingstore.com/fr/";"Musique";"Téléchargement, Streaming";"À l'acte";"Sans DRM";"Catalogue Major, Indépendant, Concert / Live";"Web, Windows, Mac Os X, GNU / Linux";"Moteur de recommandation et découverte";"Œuvres protégées";"1"
"Sheet music direct";"Téléchargement de partitions (accompagnées de vidéos, de morceaux d'accompagnement, de paroles)";"http://www.sheetmusicdirect.com/fr-FR/";"Musique";"Téléchargement";"Gratuit, À l'acte";"Non précisé";"Catalogue Major, Indépendant, Partition";"Web, Windows, Mac Os X, GNU / Linux";"Moteur de recommandation et découverte";"Œuvres protégées";""
